	file_name	misogynous	SVM PROB 1	KNN PROB 1	NB PROB 1	DT PROB 1	MLP PROB 1
0	belong_19	1	0.6367393745361819	0.5507246376811594	0.6191765851251737	0.6192239221858149	0.4878855991341749
1	belong_21	1	0.7241775983145022	0.8260869565217391	0.7930087251004012	0.768407238129188	0.512924655487517
2	belong_26	1	0.6990726106160333	0.650103519668737	0.7579580842371955	0.5501943634596695	0.515740230764839
3	belong_30	1	0.6141774883635034	0.6956521739130435	0.7315704890603575	0.5409116448939457	0.9319781420188453
4	belong_31	0	0.32409628834172854	0.5031055900621118	0.3192237955056049	0.28368481968305104	0.3351363468917983
5	belong_43	0	0.48864038400851606	0.38819875776397506	0.1677867957769658	0.28368481968305104	0.7508598744856354
6	belong_44	0	0.5243017879949131	0.4989648033126294	0.24004477774807995	0.5276455109328989	0.767970348893343
7	belong_48	0	0.3000020934345299	0.520703933747412	0.06758982965634626	0.5276455109328989	0.6476705236636209
8	blonde_2	1	0.8564153457782677	0.8633540372670807	0.9124897313249869	0.7502768549280177	0.9889420798785677
9	blonde_7	0	0.25134358818502833	0.6480331262939959	0.5606015516182072	0.2957036432767456	0.507044939261034
10	chick_0	0	0.47865359704449584	0.48757763975155277	0.5386307601728167	0.4449823101931535	0.7073069104152018
11	chick_1	1	0.8967212648519147	0.7246376811594203	0.9894869196043066	0.8929072652392926	0.9557079694277252
12	chick_4	1	0.907307895227869	0.8892339544513458	0.9375756363524859	0.7502768549280177	0.9681184211815987
13	chick_5	1	0.8928555593833126	0.9109730848861284	0.9419618235675999	0.7559124548920467	0.9946720793124235
14	chick_6	1	0.7648399285673031	0.6573498964803313	0.8404004403402425	0.6356667497175487	0.7567422777760043
15	chick_8	0	0.4869992517020826	0.5527950310559007	0.5106460678069112	0.6331826666946326	0.43953164496126046
16	chick_9	0	0.5355427048733409	0.5372670807453416	0.517347087254943	0.5921532918031249	0.49695649199577197
17	chloroform_10	1	0.5154356893881037	0.6697722567287785	0.192208313594327	0.44946675360323185	0.41305046611117346
18	chloroform_2	1	0.5610230486836463	0.6045548654244306	0.4759581834901444	0.3992309093007867	0.9713160521914763
19	chloroform_3	1	0.5621550922862006	0.650103519668737	0.7203892638413529	0.3452531573636368	0.6447670240136557
20	chloroform_4	1	0.6634239839820162	0.7763975155279503	0.309567949090726	0.5754848556268499	0.9295578849023503
21	demotivational_0	1	0.8540270022795431	0.8674948240165632	0.980478816418475	0.513916517946264	0.9964733058212556
22	demotivational_10	1	0.7752624160687454	0.6024844720496894	0.5222278413212137	0.3722564249672683	0.9678049210097064
23	demotivational_2	0	0.4285677749271107	0.5527950310559007	0.08275892289055814	0.24766610300852526	0.21946920686936128
24	demotivational_6	1	0.8378144760100513	0.7246376811594203	0.7970534579807325	0.6024881232304813	0.9682130507377606
25	dishwasher_10	0	0.48313501182280943	0.5848861283643892	0.2365222644323734	0.23871198539449656	0.6220424678808208
26	dishwasher_11	0	0.4279261304718799	0.6480331262939959	0.1624051561399042	0.4262341769044181	0.5711610128749907
27	dishwasher_2	1	0.8209110557328925	0.8674948240165632	0.4783906206155521	0.6356667497175487	0.9876608197043659
28	dishwasher_3	1	0.5574223568369365	0.8043478260869565	0.7186670614487185	0.5501943634596695	0.5319525624551836
29	dishwasher_5	0	0.544659075586506	0.6304347826086957	0.541694693020896	0.4262341769044181	0.5526243678462931
30	dishwasher_6	1	0.49527807765344	0.5610766045548654	0.5854000570984622	0.3452531573636368	0.49602691966817986
31	dishwasher_8	0	0.5407354741703378	0.6262939958592132	0.654158205466294	0.45330480728710815	0.48818360181359
32	dishwasher_9	1	0.7705104725650112	0.8674948240165632	0.38613634785020967	0.41496593172055973	0.988913920818904
33	diy_0	1	0.882359824801263	0.8178053830227743	0.9988064599007376	0.8145949879474235	0.9858490836018654
34	diy_2	1	0.4386120216824776	0.7443064182194616	0.7572467760438266	0.8929072652392926	0.5133897327765126
35	diy_3	1	0.42463504171425126	0.7308488612836439	0.4502404415219347	0.5921532918031249	0.6129923570951065
36	diy_5	0	0.09558276335350624	0.3861283643892339	0.11114431063967883	0.28368481968305104	0.37633594529860587
37	diy_7	1	0.591536327935233	0.6262939958592132	0.775710685260032	0.5921532918031249	0.498641895988184
38	motivate_13	1	0.8619772556339329	0.8592132505175983	0.9150562199253224	0.6356667497175487	0.9958308110060733
39	motivate_18	0	0.28526019125206764	0.45962732919254656	0.08219446452563749	0.1847342334573467	0.1025657546064625
40	motivate_3	1	0.9041846949790346	0.7763975155279503	0.9695619286166757	0.7502768549280177	0.9940343949041044
41	motivate_4	0	0.6582607593136992	0.6221532091097308	0.7406856463360787	0.24766610300852526	0.48528802883833827
42	motivate_7	0	0.461986418481924	0.6459627329192545	0.7450492745419264	0.28368481968305104	0.49361019625107055
43	motivate_9	1	0.773690918245306	0.7939958592132506	0.5126172051667066	0.6023978283818429	0.9812280771261273
44	new_blonde_100_second	1	0.88400575002067	0.9327122153209111	0.889163488356592	0.8957725947521866	0.9172168333674872
45	new_chick_9_second	0	0.3953939976508364	0.5331262939958592	0.0837823954735656	0.3452531573636368	0.4574726207667118
46	new_chloroform_15_second	0	0.40022477495659503	0.7132505175983437	0.17322430000155445	0.3452531573636368	0.36252512119187585
47	new_chloroform_1_second	0	0.4657090488860478	0.6304347826086957	0.3054535641489712	0.3452531573636368	0.5034689307856204
48	new_chloroform_2_second	0	0.5703786513132203	0.7349896480331263	0.5027803811526542	0.5138410145112557	0.40232117465966394
49	new_chloroform_3_second	0	0.5280583560151626	0.5848861283643892	0.47907159312369896	0.35727198095733137	0.5187638137544367
50	new_demotivational_10	1	0.7528538620560989	0.7681159420289855	0.9790871325690176	0.7502768549280177	0.7641293495785499
51	new_demotivational_4	0	0.6801497542383819	0.665631469979296	0.47274468580647755	0.3722564249672683	0.4690138820167943
52	new_demotivational_5	0	0.48584609033066484	0.39440993788819867	0.45272839174265206	0.3452531573636368	0.0819913899486083
53	new_demotivational_7	0	0.5022689664665251	0.505175983436853	0.6058811631599423	0.36473320200289083	0.7242064168297753
54	new_diy_11_second	0	0.33774295236384777	0.3643892339544513	0.4078741771777397	0.2957036432767456	0.4726385552390278
55	new_diy_12_second	0	0.33255201093156145	0.46687370600414074	0.23043916052035088	0.27974136028600427	0.2772088374316289
56	new_diy_1_second	0	0.34420003592344717	0.27329192546583847	0.17881477271993748	0.28368481968305104	0.10710200931717109
57	new_motivate_16_second	0	0.29350396228838116	0.6004140786749482	0.26700395908645036	0.3722564249672683	0.8428780607500661
58	new_promotion_0_second	0	0.2862321584011049	0.5093167701863354	0.04000606442392515	0.33766257162020086	0.49738345635696435
59	new_promotion_11_second	0	0.33603465704895047	0.45962732919254656	0.3985500605294907	0.6192239221858149	0.40591687911686714
60	new_promotion_12_second	0	0.324286605870441	0.5507246376811594	0.16323088603753727	0.33766257162020086	0.8662149764887921
61	new_whore_11_second	0	0.3833092066095761	0.4244306418219461	0.6292365436479894	0.5399894370218111	0.3599402830440351
62	new_whore_12_second	0	0.5591431525238773	0.47929606625258797	0.6754880815625004	0.538175539865975	0.8665684709640613
