	file_name	misogynous	SVM PROB 1	KNN PROB 1	NB PROB 1	DT PROB 1	MLP PROB 1
0	belong_19	1	0.62860231952548	0.5507246376811594	0.6191765851251737	0.6192239221858149	0.4714296088740722
1	belong_21	1	0.7334309516899147	0.8260869565217391	0.7930087251004012	0.768407238129188	0.5606441427548942
2	belong_26	1	0.6965955287961018	0.650103519668737	0.7579580842371955	0.5501943634596695	0.5332590930190259
3	belong_30	1	0.6181186505767495	0.6956521739130435	0.7315704890603575	0.5409116448939457	0.8557923365132065
4	belong_31	0	0.30808697086243664	0.5031055900621118	0.3192237955056049	0.28368481968305104	0.27836360123130277
5	belong_43	0	0.4933938312264756	0.38819875776397506	0.16778679577696695	0.28368481968305104	0.7521018958336735
6	belong_44	0	0.524325160429139	0.4989648033126294	0.24004477774808	0.5276455109328989	0.5998333250673786
7	belong_48	0	0.30546010948074753	0.520703933747412	0.06758982965634626	0.5276455109328989	0.569106612185868
8	blonde_2	1	0.8549846656983369	0.8633540372670807	0.9124897313249869	0.7502768549280177	0.9105769971995706
9	blonde_7	0	0.2520473357560356	0.6480331262939959	0.5606015516182072	0.2957036432767456	0.2957962006752609
10	chick_0	0	0.4736047565070991	0.48757763975155277	0.5386307601728167	0.4449823101931535	0.734857374058677
11	chick_1	1	0.8885463336648363	0.7246376811594203	0.9894869196043066	0.8929072652392926	0.9630171240968481
12	chick_4	1	0.9065553189997755	0.8892339544513458	0.9375756363524859	0.7502768549280177	0.9857431172469968
13	chick_5	1	0.8940968131411835	0.9109730848861284	0.9419618235675999	0.7559124548920467	0.9872097509720978
14	chick_6	1	0.7814680691175475	0.6573498964803313	0.8404004403402425	0.6356667497175487	0.691788559073838
15	chick_8	0	0.4909034089792662	0.5527950310559007	0.5106460678069112	0.6331826666946326	0.4193943231560052
16	chick_9	0	0.5406634124018042	0.5372670807453416	0.517347087254943	0.5921532918031249	0.48937731144442637
17	chloroform_10	1	0.5227045794784011	0.6697722567287785	0.192208313594327	0.44946675360323185	0.47353068946426025
18	chloroform_2	1	0.5418505806595358	0.6045548654244306	0.4759581834901444	0.3992309093007867	0.67199141977172
19	chloroform_3	1	0.562286141413568	0.650103519668737	0.7203892638413529	0.3452531573636368	0.6190541225893023
20	chloroform_4	1	0.6674027301556527	0.7763975155279503	0.309567949090726	0.5754848556268499	0.8553664712105807
21	demotivational_0	1	0.8544122279920607	0.8674948240165632	0.980478816418475	0.513916517946264	0.998892910497703
22	demotivational_10	1	0.7756232497752645	0.6024844720496894	0.5222278413212137	0.3722564249672683	0.8475036488100458
23	demotivational_2	0	0.4218667580153529	0.5527950310559007	0.08275892289055785	0.24766610300852526	0.212018534447736
24	demotivational_6	1	0.8282562029442222	0.7246376811594203	0.7970534579807325	0.6024881232304813	0.9825839237879772
25	dishwasher_10	0	0.4814549954291366	0.5848861283643892	0.23652226443237337	0.23871198539449656	0.4986072505521364
26	dishwasher_11	0	0.42695855015667156	0.6480331262939959	0.1624051561399044	0.4262341769044181	0.42084975205744546
27	dishwasher_2	1	0.8280123590946304	0.8674948240165632	0.47839062061555127	0.6356667497175487	0.9539505138361712
28	dishwasher_3	1	0.5610115834257778	0.8043478260869565	0.7186670614487185	0.5501943634596695	0.534596477515097
29	dishwasher_5	0	0.552415499359243	0.6304347826086957	0.5416946930209364	0.4262341769044181	0.5032270136576699
30	dishwasher_6	1	0.5010931912513936	0.5610766045548654	0.5854000570984622	0.3452531573636368	0.49736306868615393
31	dishwasher_8	0	0.545964453851109	0.6262939958592132	0.654158205466294	0.45330480728710815	0.49374596139772725
32	dishwasher_9	1	0.773351950594289	0.8674948240165632	0.38613634785020967	0.41496593172055973	0.9855934563138096
33	diy_0	1	0.8795302120786188	0.8178053830227743	0.9988064599007376	0.8145949879474235	0.992802446021884
34	diy_2	1	0.4526084357578883	0.7443064182194616	0.7572467760438266	0.8929072652392926	0.5014649971218569
35	diy_3	1	0.422051708552934	0.7308488612836439	0.4502404415219328	0.5921532918031249	0.4369277201294855
36	diy_5	0	0.09400181887513459	0.3861283643892339	0.11114431063967883	0.28368481968305104	0.059679337107211905
37	diy_7	1	0.5794993587754943	0.6262939958592132	0.775710685260032	0.5921532918031249	0.5057772877029586
38	motivate_13	1	0.8635720472901012	0.8592132505175983	0.9150562199252747	0.6356667497175487	0.994122172104396
39	motivate_18	0	0.2866012444077747	0.45962732919254656	0.08219446452563749	0.1847342334573467	0.0645038986074984
40	motivate_3	1	0.9021401258561738	0.7763975155279503	0.9695619286166757	0.7502768549280177	0.9942130789012731
41	motivate_4	0	0.6614633774643792	0.6221532091097308	0.7406856463360787	0.24766610300852526	0.48998137945668024
42	motivate_7	0	0.45660569709062926	0.6459627329192545	0.7450492745419264	0.28368481968305104	0.4942533084414904
43	motivate_9	1	0.7704806277771592	0.7939958592132506	0.5126172051666993	0.6023978283818429	0.9800354805528292
44	new_blonde_100_second	1	0.8840269063015463	0.9327122153209111	0.889163488356592	0.8957725947521866	0.9911941754482597
45	new_chick_9_second	0	0.4004206325432791	0.5331262939958592	0.0837823954735663	0.3452531573636368	0.4060886059082174
46	new_chloroform_15_second	0	0.40205016328539034	0.7132505175983437	0.17322430000155445	0.3452531573636368	0.19175659921804514
47	new_chloroform_1_second	0	0.47172908831255655	0.6304347826086957	0.3054535641489712	0.3452531573636368	0.49641826243922105
48	new_chloroform_2_second	0	0.5676322414141171	0.7349896480331263	0.5027803811526542	0.5138410145112557	0.38518456476264484
49	new_chloroform_3_second	0	0.5237481257057498	0.5848861283643892	0.479071593123663	0.35727198095733137	0.5223055372595932
50	new_demotivational_10	1	0.7516409313221568	0.7681159420289855	0.9790871325690176	0.7502768549280177	0.7393282273944807
51	new_demotivational_4	0	0.6730140971407028	0.665631469979296	0.47274468580647755	0.3722564249672683	0.49956335541890357
52	new_demotivational_5	0	0.48574814070422007	0.39440993788819867	0.45272839174265206	0.3452531573636368	0.078219364959085
53	new_demotivational_7	0	0.5101456903903634	0.505175983436853	0.6058811631599423	0.36473320200289083	0.9403196425808826
54	new_diy_11_second	0	0.33057966307351055	0.3643892339544513	0.4078741771777397	0.2957036432767456	0.3206530463132671
55	new_diy_12_second	0	0.3347664003001519	0.46687370600414074	0.23043916052035088	0.27974136028600427	0.3611314442096379
56	new_diy_1_second	0	0.3478331788850133	0.27329192546583847	0.17881477271993748	0.28368481968305104	0.29397658261248966
57	new_motivate_16_second	0	0.2933852257292498	0.6004140786749482	0.267003959086433	0.3722564249672683	0.5815934624645728
58	new_promotion_0_second	0	0.2874452028475518	0.5093167701863354	0.0400060644239249	0.33766257162020086	0.4195475829267691
59	new_promotion_11_second	0	0.33502662093339985	0.45962732919254656	0.3985500605294535	0.6192239221858149	0.38405503774358934
60	new_promotion_12_second	0	0.33441787130425493	0.5507246376811594	0.16323088603753727	0.33766257162020086	0.6035911994807243
61	new_whore_11_second	0	0.37829033773733206	0.4244306418219461	0.6292365436479894	0.5399894370218111	0.4330652277275345
62	new_whore_12_second	0	0.5641724832188224	0.47929606625258797	0.6754880815625004	0.538175539865975	0.8130485354675407
63	promotion_0	1	0.6554386432845998	0.7008281573498965	0.39946501474245827	0.5740984120369628	0.4265279780747073
64	promotion_3	1	0.7520349723713804	0.5962732919254659	0.9447278935853678	0.848001894115244	0.8278234824405379
65	promotion_5	0	0.2997233952991927	0.32505175983436846	0.16979112444636063	0.5331737664611544	0.47421978511486484
66	third_blonde_11	0	0.6210687595338752	0.5393374741200828	0.5064266014581237	0.5138410145112557	0.49681059912994885
