file_name	SVM PROB 0	SVM PROB 1	KNN PROB 0	KNN PROB 1	NB PROB 0	NB PROB 1	DT PROB 0	DT PROB 1	MLP PROB 0	MLP PROB 1	ground_truth	BMA PROB 0	BMA PROB 1	BMA LABELS
1.jpg	0.5856290050082984	0.41437099499170155	0.6666666666666666	0.3333333333333333	0.9630679078159007	0.03693209218414309	0.7042349726775956	0.2957650273224044	0.1598145092018345	0.8401854907981655	0	0.6002886816741474	0.39971131832585266	0
10000.jpg	0.6646580933973529	0.33534190660264696	0.5714285714285714	0.42857142857142855	0.36027265345776394	0.6397273465421843	0.7042349726775956	0.2957650273224044	0.5436074260480594	0.45639257395194055	0	0.55088077443443	0.44911922556557	0
1001.jpg	0.4681222352060944	0.5318777647939056	0.5714285714285714	0.42857142857142855	0.9999999999998863	7.234860668970555e-14	0.7042349726775956	0.2957650273224044	0.5792650902807344	0.4207349097192657	1	0.6484881865622508	0.3515118134377492	0
10016.jpg	0.28927573785736893	0.7107242621426312	0.2857142857142857	0.7142857142857143	6.689406641573826e-19	1.0	0.1610738255033557	0.8389261744966443	0.07448842825262836	0.9255115717473716	1	0.15190164290143354	0.8480983570985665	1
10028.jpg	0.6593487345076563	0.34065126549234365	0.6666666666666666	0.3333333333333333	0.9999999999893134	1.0780958021310342e-11	0.7042349726775956	0.2957650273224044	0.7290955556242236	0.2709044443757765	0	0.7379842964283575	0.2620157035716425	0
10034.jpg	0.19545166046595516	0.8045483395340449	0.19047619047619047	0.8095238095238095	3.7530153926755324e-21	1.0	0.1610738255033557	0.8389261744966443	0.10535664221676688	0.8946433577832331	1	0.12194620001984702	0.878053799980153	1
10036.jpg	0.8335996520395466	0.16640034796045347	0.7142857142857143	0.2857142857142857	0.9999999941919668	5.808005148385228e-09	0.7042349726775956	0.2957650273224044	0.9950339311087053	0.0049660688912947105	1	0.8389630004534664	0.1610369995465337	0
10038.jpg	0.29774497935089334	0.7022550206491067	0.23809523809523808	0.7619047619047619	1.3256383383446808e-06	0.9999986743616465	0.1610738255033557	0.8389261744966443	0.1662343191124369	0.8337656808875631	0	0.16190633477694458	0.8380936652230555	1
10040.jpg	0.45064867155105104	0.5493513284489491	0.7142857142857143	0.2857142857142857	0.9999999999298552	7.012049961280281e-11	0.5990566037735849	0.4009433962264151	0.7060888749020346	0.29391112509796535	1	0.6766479499747036	0.32335205002529643	0
10042.jpg	0.075846892893772	0.924153107106228	0.0	1.0	1.9822402571291316e-17	1.0	0.1610738255033557	0.8389261744966443	0.002510443241066862	0.9974895567589331	1	0.04418770434677106	0.9558122956532289	1
10045.jpg	0.7574456836171628	0.24255431638283725	0.5714285714285714	0.42857142857142855	0.9999999999931788	6.831012645245208e-12	0.7042349726775956	0.2957650273224044	0.9526300207021591	0.0473699792978409	0	0.7850838266313964	0.21491617336860358	0
10055.jpg	0.08903563479172986	0.9109643652082703	0.0	1.0	2.8168384965496904e-11	0.9999999999718057	0.1610738255033557	0.8389261744966443	0.0009201500793403206	0.9990798499206597	1	0.046345358014500196	0.9536546419854999	1
10059.jpg	0.2852184767087346	0.7147815232912654	0.3333333333333333	0.6666666666666666	9.969392341461964e-15	1.0	0.1610738255033557	0.8389261744966443	0.138433704053727	0.861566295946273	1	0.17232292039116304	0.8276770796088371	1
10089.jpg	0.6514036337512616	0.34859636624873835	0.5238095238095238	0.47619047619047616	0.9999999998988187	1.0108836851103195e-10	0.7042349726775956	0.2957650273224044	0.8040504166362095	0.19594958336379056	1	0.7227943417789908	0.2772056582210091	0
10095.jpg	0.3610921202090478	0.6389078797909522	0.2857142857142857	0.7142857142857143	0.0001990272155470954	0.9998009727844193	0.1610738255033557	0.8389261744966443	0.17123945356032633	0.8287605464396737	1	0.18402703041083313	0.8159729695891669	1
10102.jpg	0.62602856847586	0.37397143152414	0.7619047619047619	0.23809523809523808	0.9999999988797299	1.120271301594701e-09	0.6153184165232358	0.3846815834767642	0.8317033095205344	0.16829669047946555	0	0.751821193018076	0.24817880698192393	0
10107.jpg	0.8168952542873426	0.18310474571265745	0.9047619047619048	0.09523809523809523	1.0	4.225086785603346e-17	0.7042349726775956	0.2957650273224044	0.7680459183227532	0.23195408167724682	0	0.8275549749839095	0.17244502501609055	0
10111.jpg	0.7755888239301758	0.22441117606982414	0.7619047619047619	0.23809523809523808	1.0	2.4991839113259347e-14	0.7042349726775956	0.2957650273224044	0.9588477199950038	0.04115228000499619	0	0.8286887593365214	0.17131124066347864	0
10116.jpg	0.3464574813910749	0.6535425186089251	0.2857142857142857	0.7142857142857143	9.816166001917554e-14	0.9999999999998863	0.1610738255033557	0.8389261744966443	0.14700978673577203	0.852990213264228	0	0.17657866502899344	0.8234213349710066	1
10118.jpg	0.6225613113180358	0.3774386886819642	0.7619047619047619	0.23809523809523808	1.6503658639397938e-08	0.9999999834963093	0.5990566037735849	0.4009433962264151	0.7999282079312569	0.20007179206874315	1	0.5358635061819557	0.46413649381804434	0
10121.jpg	0.7345008082839288	0.26549919171607106	0.7619047619047619	0.23809523809523808	0.999991733706739	8.26629328422784e-06	0.6153184165232358	0.3846815834767642	0.7676103224919193	0.23238967750808068	1	0.7619183474378451	0.23808165256215486	0
10122.jpg	0.6241398721933956	0.37586012780660427	0.5238095238095238	0.47619047619047616	0.9999938942761399	6.105723875923398e-06	0.6153184165232358	0.3846815834767642	0.7193709441039295	0.2806290558960704	1	0.6811552957012686	0.31884470429873135	0
10123.jpg	0.6584257867421283	0.34157421325787174	0.8095238095238095	0.19047619047619047	0.9999999997783107	2.2178417989129626e-10	0.7042349726775956	0.2957650273224044	0.795366370921561	0.20463362907843896	1	0.7799091696252672	0.22009083037473282	0
10136.jpg	0.4913443014150934	0.5086556985849067	0.38095238095238093	0.6190476190476191	3.748360394311366e-11	0.9999999999624833	0.4392857142857143	0.5607142857142857	0.5973677392762535	0.4026322607237465	1	0.3635360376073203	0.6364639623926797	1
10148.jpg	0.25312605867183013	0.7468739413281699	0.09523809523809523	0.9047619047619048	1.7856720221838423e-19	1.0	0.1610738255033557	0.8389261744966443	0.2819369873386084	0.7180630126613916	1	0.14829728482956686	0.8517027151704332	1
10151.jpg	0.6678594991692093	0.3321405008307908	0.8095238095238095	0.19047619047619047	0.9999999884493036	1.1550680422416572e-08	0.6153184165232358	0.3846815834767642	0.6917726900203056	0.30822730997969444	0	0.7419736232745148	0.2580263767254852	0
10160.jpg	0.6514036337512616	0.34859636624873835	0.5238095238095238	0.47619047619047616	0.9999999998988187	1.0108836851103195e-10	0.7042349726775956	0.2957650273224044	0.8040504166362095	0.19594958336379056	0	0.7227943417789908	0.2772056582210091	0
10184.jpg	0.8425318580703122	0.15746814192968786	0.8571428571428571	0.14285714285714285	0.9999999999992042	8.204284219265895e-13	0.6153184165232358	0.3846815834767642	0.9826093196905147	0.01739068030948536	0	0.8479672460019931	0.15203275399800686	0
10260.jpg	0.14216873274706573	0.8578312672529342	0.14285714285714285	0.8571428571428571	9.723077142152603e-09	0.9999999902769332	0.1610738255033557	0.8389261744966443	0.0018619876419747605	0.9981380123580252	1	0.08336712710140431	0.9166328728985956	1
10263.jpg	0.7684777805064359	0.23152221949356416	0.9523809523809523	0.047619047619047616	0.9999998873172508	1.1268279235946108e-07	0.7042349726775956	0.2957650273224044	0.9518076458567412	0.04819235414325889	0	0.8642256384200814	0.13577436157991865	0
10266.jpg	0.5201684819256231	0.4798315180743769	0.5714285714285714	0.42857142857142855	0.24513434254054456	0.7548656574594177	0.6153184165232358	0.3846815834767642	0.9466943260069575	0.053305673993042556	0	0.5595135165063058	0.4404864834936942	0
10267.jpg	0.7362735726166931	0.2637264273833069	0.6190476190476191	0.38095238095238093	0.9999998293844928	1.7061554999045355e-07	0.6153184165232358	0.3846815834767642	0.8753110541790827	0.12468894582091732	0	0.7554153548011922	0.24458464519880785	0
10275.jpg	0.6818123318761075	0.31818766812389254	0.9047619047619048	0.09523809523809523	1.0	7.932979786337577e-16	0.7042349726775956	0.2957650273224044	0.9601286029752014	0.039871397024798534	0	0.8375862839989593	0.16241371600104065	0
10279.jpg	0.1626016293588962	0.8373983706411039	0.09523809523809523	0.9047619047619048	1.87515428930066e-22	1.0	0.1610738255033557	0.8389261744966443	0.057856976098276336	0.9421430239017237	1	0.08878344202857832	0.9112165579714216	1
10281.jpg	0.5132444516991953	0.4867555483008047	0.8571428571428571	0.14285714285714285	0.9999999999946567	5.368637949044536e-12	0.7042349726775956	0.2957650273224044	0.32254139239419855	0.6774586076058015	0	0.6633434425851122	0.33665655741488776	0
10284.jpg	0.26239204526827925	0.7376079547317207	0.23809523809523808	0.7619047619047619	1.0244658233682015e-10	0.9999999998974545	0.1610738255033557	0.8389261744966443	0.12590356956570603	0.874096430434294	1	0.14752850829224654	0.8524714917077535	1
10291.jpg	0.6142522355010197	0.3857477644989803	0.23809523809523808	0.7619047619047619	0.9999999999844249	1.554715058127664e-11	0.7042349726775956	0.2957650273224044	0.5378138605088851	0.46218613949111487	1	0.6042593099355333	0.3957406900644666	0
10301.jpg	0.5736230333327045	0.4263769666672955	0.42857142857142855	0.5714285714285714	1.0	5.1130856263024214e-14	0.7042349726775956	0.2957650273224044	0.22361102650066733	0.7763889734993327	0	0.5708132193361934	0.42918678066380656	0
10306.jpg	0.30666550023021705	0.693334499769783	0.2857142857142857	0.7142857142857143	5.662156430666421e-14	1.0	0.1610738255033557	0.8389261744966443	0.05353632245316531	0.9464636775468347	1	0.1512241794614449	0.8487758205385552	1
10307.jpg	0.6904718996503844	0.3095281003496157	0.6190476190476191	0.38095238095238093	0.672996931999903	0.3270030680001021	0.6153184165232358	0.3846815834767642	0.8215363995878753	0.17846360041212475	0	0.6668928877770436	0.3331071122229564	0
1032.jpg	0.4264540723328124	0.5735459276671876	0.47619047619047616	0.5238095238095238	0.9999787350148862	2.126498503915934e-05	0.4392857142857143	0.5607142857142857	0.505228069521338	0.4947719304786619	1	0.5513598301835316	0.44864016981646837	0
10320.jpg	0.5639695193670613	0.43603048063293864	0.6666666666666666	0.3333333333333333	0.999999999951342	4.864940660338482e-11	0.7042349726775956	0.2957650273224044	0.6186420283909002	0.3813579716090998	1	0.6955140896629632	0.3044859103370367	0
10327.jpg	0.5897816979390585	0.41021830206094145	0.5238095238095238	0.47619047619047616	0.9992877127109568	0.0007122872889482713	0.5990566037735849	0.4009433962264151	0.7886655851034136	0.21133441489658644	1	0.6842984680609403	0.3157015319390597	0
10330.jpg	0.41515505524335666	0.5848449447566433	0.5238095238095238	0.47619047619047616	0.9991695017332203	0.0008304982668319789	0.7042349726775956	0.2957650273224044	0.475423957602525	0.524576042397475	1	0.6070357753512355	0.39296422464876446	0
10331.jpg	0.2138529127163067	0.7861470872836933	0.23809523809523808	0.7619047619047619	2.6119716395946655e-17	1.0	0.1610738255033557	0.8389261744966443	0.19190501707767404	0.808094982922326	1	0.15084623452603177	0.8491537654739683	1
10333.jpg	0.1626016293588962	0.8373983706411039	0.09523809523809523	0.9047619047619048	1.87515428930066e-22	1.0	0.1610738255033557	0.8389261744966443	0.057856976098276336	0.9421430239017237	1	0.08878344202857832	0.9112165579714216	1
10336.jpg	0.7046189125103911	0.2953810874896089	0.6190476190476191	0.38095238095238093	1.0	1.4345109009861966e-15	0.7042349726775956	0.2957650273224044	0.7886217374527564	0.2113782625472435	1	0.7500979793443726	0.2499020206556274	0
10345.jpg	0.6564729939228432	0.3435270060771568	0.8095238095238095	0.19047619047619047	1.0	2.0324885424421646e-18	0.7042349726775956	0.2957650273224044	0.9657475604138096	0.034252439586190425	0	0.8140812768881447	0.18591872311185537	0
