file_name	SVM PROB 0	SVM PROB 1	KNN PROB 0	KNN PROB 1	NB PROB 0	NB PROB 1	DT PROB 0	DT PROB 1	MLP PROB 0	MLP PROB 1	ground_truth
SIN_75.jpg	0.5699388477383069	0.430061152261693	0.09523809523809523	0.9047619047619048	0.9968019559312172	0.003198044068757098	0.4755244755244755	0.5244755244755245	0.1217884861068933	0.8782115138931067	0
SIN_43.jpg	0.015925309407814427	0.9840746905921856	0.047619047619047616	0.9523809523809523	8.406283818291057e-11	0.9999999999159854	0.35422740524781343	0.6457725947521866	0.00537252849671388	0.9946274715032861	0
SIN_46.jpg	0.2647612220183394	0.7352387779816605	0.14285714285714285	0.8571428571428571	2.2291611580483536e-05	0.9999777083883705	0.35422740524781343	0.6457725947521866	0.13598729365561224	0.8640127063443878	1
SIN_25.jpg	0.16466039055429973	0.8353396094457002	0.19047619047619047	0.8095238095238095	0.120284842870252	0.8797151571297727	0.4755244755244755	0.5244755244755245	0.06649406587873175	0.9335059341212683	0
SIN_135.jpg	0.660954784230493	0.3390452157695071	0.2857142857142857	0.7142857142857143	0.9875842562099617	0.012415743790068946	0.6995908825248393	0.30040911747516075	0.36925109289722546	0.6307489071027745	0
SIN_143.png	0.683329673664406	0.31667032633559394	0.3333333333333333	0.6666666666666666	0.843421482878843	0.1565785171211489	0.6995908825248393	0.30040911747516075	0.6604846333888978	0.3395153666111021	0
SIN_55.jpg	0.6398957605574638	0.3601042394425363	0.23809523809523808	0.7619047619047619	0.9797639298111084	0.020236070188892577	0.20944484498918528	0.7905551550108147	0.5173501598062242	0.48264984019377577	1
SIN_70.jpg	0.34700456981748146	0.6529954301825185	0.42857142857142855	0.5714285714285714	0.9483756315676883	0.051624368432367715	0.35422740524781343	0.6457725947521866	0.11207433008783252	0.8879256699121675	0
SIN_74.jpg	0.49220197650486214	0.5077980234951378	0.23809523809523808	0.7619047619047619	0.9994533408195078	0.0005466591804991843	0.6995908825248393	0.30040911747516075	0.49793715016844353	0.5020628498315565	1
SIN_11.png	0.285944945568409	0.714055054431591	0.047619047619047616	0.9523809523809523	0.6594860413362487	0.3405139586637327	0.8626198083067093	0.13738019169329074	0.004667764477156555	0.9953322355228434	0
SIN_1.jpeg	0.7516617894422886	0.2483382105577115	0.2857142857142857	0.7142857142857143	0.9553051414089645	0.04469485859104465	0.6995908825248393	0.30040911747516075	0.7604725533926431	0.23952744660735698	0
SIN_9.png	0.577368032415874	0.422631967584126	0.2857142857142857	0.7142857142857143	0.9995675685490252	0.0004324314509811996	0.35422740524781343	0.6457725947521866	0.3613163756981409	0.6386836243018591	1
SIN_119.png	0.5579876702648685	0.44201232973513155	0.7142857142857143	0.2857142857142857	0.8189911176109104	0.1810088823890865	0.35422740524781343	0.6457725947521866	0.3340915234245433	0.6659084765754567	0
SIN_133.jpg	0.6070265541375196	0.3929734458624804	0.47619047619047616	0.5238095238095238	0.9022259570637584	0.09777404293623028	0.4755244755244755	0.5244755244755245	0.7923090841916332	0.20769091580836688	0
SIN_37.jpg	0.017093400060977926	0.9829065999390221	0.14285714285714285	0.8571428571428571	7.254837822825017e-13	0.9999999999993179	0.20944484498918528	0.7905551550108147	0.0009149679403853694	0.9990850320596146	0
SIN_94.jpg	0.8355940703101318	0.16440592968986817	0.5238095238095238	0.47619047619047616	0.8036263869357002	0.19637361306430604	0.8626198083067093	0.13738019169329074	0.9609998735873174	0.0390001264126826	0
SIN_167.jpg	0.14948576808921105	0.850514231910789	0.47619047619047616	0.5238095238095238	0.5789294416155437	0.4210705583845019	0.35422740524781343	0.6457725947521866	0.003111165932403903	0.9968888340675961	1
SIN_106.jpg	0.17036593500113034	0.8296340649988696	0.6190476190476191	0.38095238095238093	0.03190758698392263	0.9680924130161221	0.8626198083067093	0.13738019169329074	0.6445882694166206	0.3554117305833794	1
SIN_97.jpg	0.48005472014765005	0.5199452798523498	0.5238095238095238	0.47619047619047616	0.9854942751913037	0.014505724808646328	0.6995908825248393	0.30040911747516075	0.3603750311214957	0.6396249688785043	1
SIN_118.jpg	0.30673391825947227	0.6932660817405278	0.14285714285714285	0.8571428571428571	6.1266283705313956e-06	0.9999938733716458	0.20944484498918528	0.7905551550108147	0.10500879758461434	0.8949912024153857	1
SIN_142.jpg	0.5408346926532539	0.45916530734674604	0.42857142857142855	0.5714285714285714	0.9928112690968791	0.007188730903109627	0.6995908825248393	0.30040911747516075	0.10615570594600465	0.8938442940539953	0
