file_name	SVM PROB 0	SVM PROB 1	KNN PROB 0	KNN PROB 1	NB PROB 0	NB PROB 1	DT PROB 0	DT PROB 1	MLP PROB 0	MLP PROB 1	ground_truth
15236.jpg	0.5054585906504862	0.49454140934951385	0.47619047619047616	0.5238095238095238	0.9926245998895991	0.007375400110359201	0.6199818895261092	0.3800181104738907	0.49851503032756916	0.5014849696724308	0
15805.jpg	0.273428678847669	0.726571321152331	0.2857142857142857	0.7142857142857143	5.601990076582814e-05	0.9999439800992143	0.30515463917525776	0.6948453608247422	0.20904130199448068	0.7909586980055193	1
16254.jpg	0.695305680091437	0.3046943199085631	0.6666666666666666	0.3333333333333333	1.0	8.66064117517416e-15	0.7158555729984302	0.28414442700156983	0.5687567696339495	0.4312432303660505	0
16191.jpg	0.7457559805802036	0.25424401941979635	0.8571428571428571	0.14285714285714285	1.0	1.959935860947331e-17	0.7158555729984302	0.28414442700156983	0.9514090527629355	0.04859094723706452	1
15952.jpg	0.6723611315984361	0.32763886840156387	0.6190476190476191	0.38095238095238093	4.0863503065818317e-05	0.9999591364969742	0.4	0.6	0.676967118301169	0.3230328816988311	0
15662.jpg	0.1870923875801746	0.8129076124198253	0.0	1.0	3.060306326084388e-17	1.0	0.3935860058309038	0.6064139941690962	0.14002709710804973	0.8599729028919503	0
15828.jpg	0.264401997918502	0.735598002081498	0.23809523809523808	0.7619047619047619	3.1166208647262254e-13	0.9999999999996589	0.30515463917525776	0.6948453608247422	0.32792855804898613	0.6720714419510139	1
15905.jpg	0.319263791656967	0.6807362083430328	0.09523809523809523	0.9047619047619048	5.040334271381522e-10	0.9999999994959126	0.14935587761674718	0.8506441223832528	0.07064512049661575	0.9293548795033842	0
15971.jpg	0.7271081354054074	0.2728918645945925	0.6190476190476191	0.38095238095238093	0.9987246080445847	0.0012753919554130849	0.6199818895261092	0.3800181104738907	0.9483104899768601	0.05168951002313989	1
16197.jpg	0.22456337847984026	0.7754366215201598	0.14285714285714285	0.8571428571428571	1.6804753891855088e-22	1.0	0.14935587761674718	0.8506441223832528	0.05230309372711939	0.9476969062728806	1
15916.jpg	0.5571339684015826	0.4428660315984175	0.5714285714285714	0.42857142857142855	0.9999999991968025	8.0321546725404e-10	0.6199818895261092	0.3800181104738907	0.29223326219035395	0.707766737809646	0
16130.jpg	0.43983507282745576	0.5601649271725442	0.47619047619047616	0.5238095238095238	4.101515078467243e-09	0.99999999589852	0.30515463917525776	0.6948453608247422	0.14611932251802529	0.8538806774819747	1
15742.jpg	0.48796701827300215	0.5120329817269978	0.5238095238095238	0.47619047619047616	0.9999976661040314	2.333896038104123e-06	0.6199818895261092	0.3800181104738907	0.5055468588865349	0.49445314111346506	1
15502.jpg	0.36133336065589244	0.6386666393441075	0.47619047619047616	0.5238095238095238	0.9999883631650812	1.1636834884241471e-05	0.6199818895261092	0.3800181104738907	0.29411410562841833	0.7058858943715817	0
15037.jpg	0.07325581957921042	0.9267441804207894	0.0	1.0	5.0403715517917315e-17	1.0	0.14935587761674718	0.8506441223832528	0.015600205589601956	0.984399794410398	1
15592.jpg	0.5481850760929252	0.45181492390707473	0.6666666666666666	0.3333333333333333	0.9445995357773797	0.055400464222618975	0.6199818895261092	0.3800181104738907	0.4560186229311134	0.5439813770688866	0
15540.jpg	0.04115273409247364	0.9588472659075263	0.0	1.0	1.843035897095506e-11	0.9999999999815827	0.30515463917525776	0.6948453608247422	0.0011816797344201824	0.9988183202655798	1
16323.jpg	0.5886557752965088	0.4113442247034912	0.6190476190476191	0.38095238095238093	0.9999999999773763	2.2637841398478356e-11	0.7158555729984302	0.28414442700156983	0.4773867100553324	0.5226132899446676	0
15136.jpg	0.08800562332457382	0.9119943766754262	0.0	1.0	8.198680638858731e-23	1.0	0.14935587761674718	0.8506441223832528	0.006165201462744685	0.9938347985372553	0
16298.jpg	0.847159227199055	0.152840772800945	0.9047619047619048	0.09523809523809523	1.0	5.180252900311415e-20	0.7158555729984302	0.28414442700156983	0.9972782912452701	0.002721708754729895	0
15846.jpg	0.41300210404045334	0.5869978959595467	0.2857142857142857	0.7142857142857143	2.348291334100771e-11	0.9999999999764668	0.3935860058309038	0.6064139941690962	0.5693012761943537	0.4306987238056464	1
16203.jpg	0.49697277369432946	0.5030272263056705	0.7142857142857143	0.2857142857142857	0.9598127858754306	0.040187214124518505	0.30515463917525776	0.6948453608247422	0.7353115692472203	0.26468843075277965	0
