file_name	SVM PROB 0	SVM PROB 1	KNN PROB 0	KNN PROB 1	NB PROB 0	NB PROB 1	DT PROB 0	DT PROB 1	MLP PROB 0	MLP PROB 1	ground_truth
15236.jpg	0.5038146547027343	0.49618534529726566	0.6666666666666666	0.3333333333333333	0.8996478082019903	0.1003521917980096	0.48	0.52	0.542341430082022	0.4576585699179781	0
15805.jpg	0.4736169980286711	0.5263830019713289	0.38095238095238093	0.6190476190476191	0.5652467473921551	0.4347532526078451	0.21100917431192662	0.7889908256880734	0.40125105925177706	0.5987489407482229	1
16254.jpg	0.6297916867423616	0.37020831325763826	0.6666666666666666	0.3333333333333333	0.7145846201858339	0.2854153798141662	0.6876719179794949	0.3123280820205051	0.6916833733330057	0.30831662666699433	0
16191.jpg	0.6297916867423616	0.37020831325763826	0.6666666666666666	0.3333333333333333	0.7145846201858339	0.2854153798141662	0.6876719179794949	0.3123280820205051	0.6916833733330057	0.30831662666699433	1
15952.jpg	0.3765555905592103	0.6234444094407897	0.09523809523809523	0.9047619047619048	0.0011540143493690544	0.9988459856506307	0.3805970149253731	0.6194029850746269	0.2640683862602321	0.7359316137397679	0
15662.jpg	0.398339536225066	0.601660463774934	0.38095238095238093	0.6190476190476191	0.4458073547835562	0.5541926452164437	0.48	0.52	0.5027041601401983	0.49729583985980175	0
15828.jpg	0.3362038700663077	0.6637961299336923	0.3333333333333333	0.6666666666666666	0.24334705595550365	0.7566529440444962	0.48	0.52	0.4114348290330616	0.5885651709669384	1
15905.jpg	0.30142784366886727	0.6985721563311327	0.2857142857142857	0.7142857142857143	0.22361406658833893	0.776385933411661	0.13545816733067728	0.8645418326693227	0.20470841498854664	0.7952915850114534	0
15971.jpg	0.6882112956008783	0.31178870439912165	0.7142857142857143	0.2857142857142857	0.7940924604055735	0.2059075395944266	0.6876719179794949	0.3123280820205051	0.6711165963853494	0.32888340361465057	1
16197.jpg	0.24639797683025594	0.753602023169744	0.14285714285714285	0.8571428571428571	0.09744622946661592	0.9025537705333841	0.13545816733067728	0.8645418326693227	0.16275761208135475	0.8372423879186452	1
15916.jpg	0.7125877908750435	0.2874122091249564	0.5714285714285714	0.42857142857142855	0.8313085023300127	0.168691497669987	0.6252707581227437	0.3747292418772563	0.6526259951550459	0.3473740048449541	0
16130.jpg	0.31136134648169855	0.6886386535183014	0.19047619047619047	0.8095238095238095	0.21341465213760347	0.7865853478623966	0.34725274725274724	0.6527472527472528	0.2965193180826803	0.7034806819173197	1
15742.jpg	0.718143789142509	0.281856210857491	0.6190476190476191	0.38095238095238093	0.9958336148292846	0.004166385170714909	0.6252707581227437	0.3747292418772563	0.6736636008939931	0.3263363991060069	1
15502.jpg	0.7606324718143239	0.2393675281856761	0.9523809523809523	0.047619047619047616	0.9954810829316397	0.0045189170683602705	0.6252707581227437	0.3747292418772563	0.7318754297634389	0.2681245702365611	0
